asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
35125,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35154,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35177,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35389,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35400,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35516,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35531,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
38951,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
38985,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
39054,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
39229,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
39407,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
41134,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
41440,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42091,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42362,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42448,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42548,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42610,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
42825,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
43053,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
43132,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
43468,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
43574,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
43975,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
44237,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
44412,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
44467,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
47460,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
51281,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
56341,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
56350,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
196747,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12538,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
12958,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
15378,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
28702,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
29412,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
34266,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
34287,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
39374,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
39462,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
39475,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
41330,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
41592,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
42437,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/,,"W, O",,,
44711,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
48092,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
48190,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
49331,RU-ROSTELECOM,ORG-MCC1-RIPE,T2 Mobile LLC,RU,Russian Federation,RIPE,Company's website,The acquisition of the remaining 55% stake in Tele2 Russia provides full control.,English,https://www.company.rt.ru/en/ir/results_and_presentations/cmd/2019/191111_T2_deal_ENG_FINAL.pdf,,"W, O",,,
8439,RU-ROSTELECOM,ORG-AA49-RIPE,JSC AIST,RU,Russia,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454322/,,O,,,
48753,RU-ROSTELECOM,ORG-AA49-RIPE,JSC AIST,RU,Russia,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454322/,,O,,,
50514,RU-ROSTELECOM,ORG-AA49-RIPE,JSC AIST,RU,Russia,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454322/,,O,,,
28812,RU-ROSTELECOM,ORG-BC2-RIPE,"PJSC ""Bashinformsvyaz""",RU,Russia,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/,,O,,,
28881,RU-ROSTELECOM,ORG-BC2-RIPE,"PJSC ""Bashinformsvyaz""",RU,Russia,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/,,O,,,
48302,RU-ROSTELECOM,ORG-FSUE2-RIPE,"OOO ""Telecom GKhK""",RU,Russia,RIPE,Company's website,[TRANSLATED] LLC Telecom MCC is a commercial organization and is a subordinate enterprise of the State Atomic Energy Corporation Rosatom.,Russian,http://atomlink.ru/index.php/about/about,,O,,,
30733,RU-ROSTELECOM,ORG-GL4-RIPE,"JSC ""Globus-Telecom""",RU,Russia,RIPE,Company's website,"[TRANSLATED] GLOBUS-TELECOM JSC was established in 2000. Since 2006, the main shareholder of the company has been PJSC Rostelecom.",Russian,https://www.globus-telecom.com/about/,,O,,,
